play_id,game_id,date_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,interception,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,penalty,tackled_for_loss,fumble_lost,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,stad,temp,humd,wspd,wdir,cond,surf
3952,2009112202,2009-11-22DET,DET,CLE,DET,home,CLE,DET,51.0,2009-11-22,261.0,261.0,261.0,Half2,0,23,0,4,4.0,0.0,04:21,DET 49,1,10,(4:21) M.Stafford up the middle to 50 for 1 yard (C.Mosley).,run,1.0,0,0,0.0,0,,,,,middle,,2,2,0.0,,,2.0,2.0,31,37,31.0,37.0,-6.0,31.0,37.0,-6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ford Field,68.0,,,,Dome,FieldTurf
2176,2009112203,2009-11-22GB,GB,SF,SF,away,GB,GB,28.0,2009-11-22,688.0,1588.0,1588.0,Half2,0,12,0,3,4.0,0.0,11:28,GB 28,2,50,(11:28) (Shotgun) A.Smith pass incomplete short right to F.Gore [C.Matthews].,pass,0.0,1,0,1.0,0,short,right,7.0,,,,3,2,0.0,,,2.0,3.0,23,3,3.0,23.0,-20.0,3.0,23.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lambeau Field,53.0,77.0,13.0,S,Partly Sunny,DD GrassMaster
3591,2009112203,2009-11-22GB,GB,SF,SF,away,GB,GB,10.0,2009-11-22,362.0,362.0,362.0,Half2,0,22,1,4,4.0,0.0,06:02,GB 10,5,83,"(6:02) (Shotgun) A.Smith pass short right to F.Gore for 10 yards, TOUCHDOWN.",pass,10.0,1,0,1.0,0,short,right,3.0,7.0,,,1,2,0.0,,SF,2.0,1.0,30,23,17.0,30.0,-13.0,23.0,30.0,-7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Lambeau Field,53.0,77.0,13.0,S,Partly Sunny,DD GrassMaster
1377,2009112209,2009-11-22STL,STL,ARI,STL,home,ARI,ARI,22.0,2009-11-22,439.0,439.0,2239.0,Half1,0,8,0,2,4.0,0.0,07:19,ARI 22,1,35,(7:19) S.Jackson right tackle to ARI 22 for no gain (G.Hayes).,run,0.0,0,0,0.0,0,,,,,right,tackle,3,3,0.0,,,3.0,3.0,3,14,3.0,14.0,-11.0,3.0,14.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Edward Jones Dome,,,,,Dome,AstroTurf
3171,2009112209,2009-11-22STL,STL,ARI,STL,home,ARI,ARI,27.0,2009-11-22,555.0,555.0,555.0,Half2,0,18,0,4,4.0,0.0,09:15,ARI 27,1,19,(9:15) S.Jackson up the middle to ARI 25 for 2 yards (G.Watson).,run,2.0,0,0,0.0,0,,,,,middle,,3,3,0.0,,,3.0,3.0,6,21,6.0,21.0,-15.0,6.0,21.0,-15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Edward Jones Dome,,,,,Dome,AstroTurf
3280,2009112209,2009-11-22STL,STL,ARI,STL,home,ARI,ARI,26.0,2009-11-22,476.0,476.0,476.0,Half2,0,18,0,4,4.0,0.0,07:56,ARI 26,11,43,"(7:56) (Shotgun) M.Bulger pass deep middle to D.Amendola to ARI 1 for 25 yards (R.Brown, A.Rolle).",pass,25.0,1,0,1.0,0,deep,middle,23.0,2.0,,,3,3,0.0,,,3.0,3.0,6,21,6.0,21.0,-15.0,6.0,21.0,-15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Edward Jones Dome,,,,,Dome,AstroTurf
3632,2009112209,2009-11-22STL,STL,ARI,STL,home,ARI,ARI,7.0,2009-11-22,226.0,226.0,226.0,Half2,0,20,0,4,4.0,0.0,03:46,ARI 7,4,59,(3:46) M.Bulger pass incomplete short left to D.Avery.,pass,0.0,0,0,1.0,0,short,left,7.0,,,,3,3,0.0,,,3.0,3.0,13,21,13.0,21.0,-8.0,13.0,21.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Edward Jones Dome,,,,,Dome,AstroTurf
3949,2009112209,2009-11-22STL,STL,ARI,STL,home,ARI,STL,81.0,2009-11-22,28.0,28.0,28.0,Half2,0,22,0,4,4.0,0.0,00:28,STL 19,17,-4,"(:28) (Shotgun) M.Bulger scrambles left guard to STL 22 for 3 yards (C.Campbell). FUMBLES (C.Campbell), recovered by STL-B.Gibson at STL 22. B.Gibson to STL 22 for no gain (C.Haggans). Penalty on STL-A.Barron, Offensive Holding, declined.",run,3.0,1,0,1.0,1,,,,,left,guard,0,2,0.0,,,0.0,2.0,13,21,13.0,21.0,-8.0,13.0,21.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Edward Jones Dome,,,,,Dome,AstroTurf
2430,2009112210,2009-11-22DEN,DEN,SD,DEN,home,SD,SD,40.0,2009-11-22,234.0,1134.0,1134.0,Half2,0,14,0,3,4.0,0.0,03:54,SD 40,5,40,(3:54) (Shotgun) K.Orton pass incomplete short middle to J.Gaffney.,pass,0.0,1,0,1.0,0,short,middle,10.0,,,,3,2,0.0,,,3.0,2.0,3,20,3.0,20.0,-17.0,3.0,20.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Invesco Field at Mile High,51.0,25.0,3.0,S,Sunny,Grass
3279,2009112210,2009-11-22DEN,DEN,SD,DEN,home,SD,SD,19.0,2009-11-22,462.0,462.0,462.0,Half2,0,18,0,4,4.0,0.0,07:42,SD 19,15,63,(7:42) (Shotgun) K.Orton pass incomplete deep middle to B.Marshall (P.Oliver).,pass,0.0,1,0,1.0,0,deep,middle,19.0,,,,3,1,0.0,,,3.0,1.0,3,26,3.0,26.0,-23.0,3.0,26.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Invesco Field at Mile High,51.0,25.0,3.0,S,Sunny,Grass
3532,2009112210,2009-11-22DEN,DEN,SD,DEN,home,SD,DEN,72.0,2009-11-22,213.0,213.0,213.0,Half2,0,20,0,4,4.0,0.0,03:33,DEN 28,2,8,(3:33) (Shotgun) K.Orton pass incomplete short right to J.Gaffney (S.Gregory).,pass,0.0,1,0,1.0,0,short,right,7.0,,,,3,0,0.0,,,3.0,0.0,3,26,3.0,26.0,-23.0,3.0,26.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Invesco Field at Mile High,51.0,25.0,3.0,S,Sunny,Grass
3678,2009112210,2009-11-22DEN,DEN,SD,SD,away,DEN,DEN,8.0,2009-11-22,39.0,39.0,39.0,Half2,0,21,1,4,4.0,0.0,00:39,DEN 8,1,28,"(:39) M.Tolbert up the middle for 8 yards, TOUCHDOWN.",run,8.0,0,0,0.0,0,,,,,middle,,3,0,0.0,,SD,0.0,3.0,3,32,26.0,3.0,23.0,32.0,3.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Invesco Field at Mile High,51.0,25.0,3.0,S,Sunny,Grass
3794,2009112212,2009-11-22OAK,OAK,CIN,OAK,home,CIN,CIN,45.0,2009-11-22,59.0,59.0,59.0,Half2,0,21,0,4,4.0,0.0,00:59,CIN 45,10,51,(:59) (Shotgun) B.Gradkowski pass short middle to C.Schilens to CIN 29 for 16 yards (M.Trent).,pass,16.0,1,0,1.0,0,short,middle,15.0,1.0,,,1,3,0.0,,,1.0,3.0,10,17,10.0,17.0,-7.0,10.0,17.0,-7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,O.co Coliseum Oakland,54.0,84.0,8.0,SSE,Cloudy,Grass
401,2009112211,2009-11-22NE,NE,NYJ,NE,home,NYJ,NYJ,38.0,2009-11-22,500.0,1400.0,3200.0,Half1,0,3,0,1,4.0,0.0,08:20,NYJ 38,1,35,(8:20) L.Maroney left tackle to NYJ 36 for 2 yards (B.Scott).,run,2.0,0,0,0.0,0,,,,,left,tackle,3,3,0.0,,,3.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Gillette Stadium,45.0,68.0,10.0,NE,Cloudy,FieldTurf
2368,2009112211,2009-11-22NE,NE,NYJ,NYJ,away,NE,NYJ,56.0,2009-11-22,739.0,1639.0,1639.0,Half2,0,15,0,3,4.0,0.0,12:19,NYJ 44,1,26,"(12:19) W.Hunter and R.Turner reported in as eligible.  M.Sanchez up the middle to NYJ 46 for 2 yards (R.Brace, M.Wright).",run,2.0,0,0,0.0,0,,,,,middle,,2,3,0.0,,,3.0,2.0,23,6,6.0,23.0,-17.0,6.0,23.0,-17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Gillette Stadium,45.0,68.0,10.0,NE,Cloudy,FieldTurf
1987,2009112213,2009-11-22CHI,CHI,PHI,CHI,home,PHI,PHI,22.0,2009-11-22,84.0,84.0,1884.0,Half1,0,10,0,2,4.0,0.0,01:24,PHI 22,1,47,(1:24) J.Cutler up the middle to PHI 20 for 2 yards (B.Bunkley).,run,2.0,0,0,0.0,0,,,,,middle,,2,2,0.0,,,2.0,2.0,6,10,6.0,10.0,-4.0,6.0,10.0,-4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Soldier Field,47.0,87.0,5.0,E,Cloudy,Grass
4454,2009112213,2009-11-22CHI,CHI,PHI,CHI,home,PHI,CHI,70.0,2009-11-22,67.0,67.0,67.0,Half2,0,26,0,4,4.0,0.0,01:07,CHI 30,1,15,"(1:07) (Shotgun) J.Cutler pass short right to J.Knox to CHI 37 for 7 yards (Q.Mikell, D.Patterson).",pass,7.0,1,0,1.0,0,short,right,0.0,7.0,,,0,2,0.0,,,0.0,2.0,20,24,20.0,24.0,-4.0,20.0,24.0,-4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Soldier Field,47.0,87.0,5.0,E,Cloudy,Grass
2002,2009112600,2009-11-26DET,DET,GB,DET,home,GB,GB,44.0,2009-11-26,4.0,4.0,1804.0,Half1,0,10,0,2,4.0,0.0,00:04,GB 44,11,24,(:04) (Shotgun) M.Stafford sacked at DET 48 for -8 yards (C.Matthews).,pass,-8.0,1,0,1.0,0,,,,,,,0,3,0.0,,,0.0,3.0,7,13,7.0,13.0,-6.0,7.0,13.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Ford Field,68.0,,,,Dome,FieldTurf
2275,2009112600,2009-11-26DET,DET,GB,GB,away,DET,DET,31.0,2009-11-26,761.0,1661.0,1661.0,Half2,0,12,0,3,4.0,0.0,12:41,DET 31,3,1,"(12:41) (Shotgun) A.Rodgers sacked at DET 37 for -6 yards (J.Peterson). FUMBLES (J.Peterson) [J.Peterson], RECOVERED by DET-J.Hunter at DET 37. J.Hunter to DET 37 for no gain (J.Sitton).",pass,-6.0,1,0,1.0,0,,,,,,,2,3,0.0,,,3.0,2.0,7,13,13.0,7.0,6.0,13.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Ford Field,68.0,,,,Dome,FieldTurf
3294,2009112600,2009-11-26DET,DET,GB,DET,home,GB,GB,1.0,2009-11-26,609.0,609.0,609.0,Half2,0,19,0,4,4.0,1.0,10:09,GB 1,1,74,(10:09) (Shotgun) M.Stafford pass incomplete short right to C.Johnson [A.Bigby]. Ball thrown away.,pass,0.0,1,0,1.0,0,short,right,1.0,,,,2,3,0.0,,,2.0,3.0,7,27,7.0,27.0,-20.0,7.0,27.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ford Field,68.0,,,,Dome,FieldTurf
3500,2009112600,2009-11-26DET,DET,GB,DET,home,GB,GB,43.0,2009-11-26,483.0,483.0,483.0,Half2,0,21,0,4,4.0,0.0,08:03,GB 43,5,18,(8:03) (Shotgun) M.Stafford pass short middle to W.Heller to GB 30 for 13 yards (N.Barnett).,pass,13.0,1,0,1.0,0,short,middle,4.0,9.0,,,2,3,0.0,,,2.0,3.0,9,27,9.0,27.0,-18.0,9.0,27.0,-18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ford Field,68.0,,,,Dome,FieldTurf
3871,2009112601,2009-11-26DAL,DAL,OAK,OAK,away,DAL,DAL,18.0,2009-11-26,114.0,114.0,114.0,Half2,0,23,0,4,4.0,0.0,01:54,DAL 18,6,69,(1:54) (Shotgun) B.Gradkowski pass incomplete short left to L.Murphy [D.Ware]. Pass incomplete at the Dallas 5; Scandrick closest.,pass,0.0,1,0,1.0,0,short,left,13.0,,,,3,1,0.0,,,1.0,3.0,24,7,7.0,24.0,-17.0,7.0,24.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cowboys Stadium,,,,,Closed Roof,AstroTurf
1108,2009112602,2009-11-26DEN,DEN,NYG,DEN,home,NYG,NYG,29.0,2009-11-26,785.0,785.0,2585.0,Half1,0,6,0,2,4.0,0.0,13:05,NYG 29,5,64,(13:05) (Shotgun) K.Orton pass short middle to T.Scheffler to NYG 7 for 22 yards (C.Webster). NYG-C.Webster was injured during the play.,pass,22.0,1,0,1.0,0,short,middle,7.0,15.0,,,3,2,0.0,,,3.0,2.0,3,0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Invesco Field at Mile High,57.0,15.0,0.0,CALM,Clear,Grass
3716,2009112602,2009-11-26DEN,DEN,NYG,NYG,away,DEN,NYG,60.0,2009-11-26,229.0,229.0,229.0,Half2,0,20,0,4,4.0,0.0,03:49,NYG 40,1,23,(3:49) E.Manning up the middle to NYG 43 for 3 yards (V.Holliday).,run,3.0,0,0,0.0,0,,,,,middle,,1,2,0.0,,,2.0,1.0,26,6,6.0,26.0,-20.0,6.0,26.0,-20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Invesco Field at Mile High,57.0,15.0,0.0,CALM,Clear,Grass
2444,2009112901,2009-11-29BUF,BUF,MIA,MIA,away,BUF,BUF,28.0,2009-11-29,547.0,1447.0,1447.0,Half2,0,12,0,3,4.0,0.0,09:07,BUF 28,1,56,"(9:07) L.Polite up the middle to BUF 27 for 1 yard (K.Williams, D.Florence).",run,1.0,0,0,0.0,0,,,,,middle,,3,2,0.0,,,2.0,3.0,7,7,7.0,7.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ralph Wilson Stadium,49.0,64.0,15.0,SSW,Sunny,AstroPlay
2808,2009112901,2009-11-29BUF,BUF,MIA,BUF,home,MIA,MIA,36.0,2009-11-29,63.0,963.0,963.0,Half2,0,13,0,3,4.0,0.0,01:03,MIA 36,1,59,"(1:03) R.Fitzpatrick left end to MIA 28 for 8 yards (Gi.Wilson, Y.Bell). Bootleg. Key block: J,Stupar.",run,8.0,0,0,0.0,0,,,,,left,end,3,2,0.0,,,3.0,2.0,7,14,7.0,14.0,-7.0,7.0,14.0,-7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Ralph Wilson Stadium,49.0,64.0,15.0,SSW,Sunny,AstroPlay
2955,2009112900,2009-11-29ATL,ATL,TB,TB,away,ATL,ATL,39.0,2009-11-29,779.0,779.0,779.0,Half2,0,18,0,4,4.0,0.0,12:59,ATL 39,8,2,"(12:59) (Punt formation) D.Johnson pass incomplete short middle to J.Gilmore (E.Coleman). Penalty on TB-N.Koutouvides, Ineligible Downfield Pass, declined.",pass,0.0,0,0,1.0,0,short,middle,9.0,,,,2,3,0.0,,,3.0,2.0,13,17,17.0,13.0,4.0,17.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Georgia Dome,61.0,,,,Dome,FieldTurf
3334,2009112900,2009-11-29ATL,ATL,TB,ATL,home,TB,TB,34.0,2009-11-29,441.0,441.0,441.0,Half2,0,21,0,4,4.0,0.0,07:21,TB 34,4,15,(7:21) (Shotgun) C.Redman pass short middle to T.Gonzalez to TB 25 for 9 yards (T.Jackson). TB-T.Cox was injured during the play. He is Out.,pass,9.0,1,0,1.0,0,short,middle,7.0,2.0,,,2,3,0.0,,,2.0,3.0,13,17,13.0,17.0,-4.0,13.0,17.0,-4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Georgia Dome,61.0,,,,Dome,FieldTurf
4119,2009112900,2009-11-29ATL,ATL,TB,ATL,home,TB,TB,5.0,2009-11-29,26.0,26.0,26.0,Half2,0,23,1,4,4.0,1.0,00:26,TB 5,5,59,"(:26) (Shotgun) C.Redman pass short left to R.White for 5 yards, TOUCHDOWN. The Replay Assistant challenged the pass completion ruling, and the play was Upheld.",pass,5.0,1,0,1.0,0,short,left,5.0,0.0,,,0,0,0.0,,ATL,0.0,0.0,19,17,13.0,17.0,-4.0,19.0,17.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Georgia Dome,61.0,,,,Dome,FieldTurf
2733,2009112902,2009-11-29CIN,CIN,CLE,CLE,away,CIN,CLE,51.0,2009-11-29,900.0,900.0,900.0,Half2,0,14,0,4,4.0,0.0,15:00,CLE 49,1,10,(15:00) B.Quinn up the middle to 50 for 1 yard (B.Johnson).,run,1.0,0,0,0.0,0,,,,,middle,,3,3,0.0,,,3.0,3.0,16,7,7.0,16.0,-9.0,7.0,16.0,-9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Brown Stadium,59.0,41.0,15.0,SW,Partly Cloudy,FieldTurf
3906,2009112902,2009-11-29CIN,CIN,CLE,CLE,away,CIN,CLE,54.0,2009-11-29,119.0,119.0,119.0,Half2,0,20,0,4,4.0,0.0,01:59,CLE 46,5,27,(1:59) (Shotgun) B.Quinn pass incomplete short right to M.Massaquoi [R.Geathers].,pass,0.0,1,0,1.0,0,short,right,14.0,,,,3,1,0.0,,,1.0,3.0,16,7,7.0,16.0,-9.0,7.0,16.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Paul Brown Stadium,59.0,41.0,15.0,SW,Partly Cloudy,FieldTurf
1769,2009112907,2009-11-29STL,STL,SEA,STL,home,SEA,SEA,34.0,2009-11-29,110.0,110.0,1910.0,Half1,0,10,1,2,4.0,0.0,01:50,SEA 34,4,54,"(1:50) (Shotgun) K.Boller pass short right intended for D.Avery INTERCEPTED by J.Wilson (K.Jennings) at SEA 35. J.Wilson for 65 yards, TOUCHDOWN.",pass,0.0,1,0,1.0,0,short,right,-1.0,,,,3,2,0.0,,SEA,3.0,2.0,7,13,7.0,7.0,0.0,7.0,13.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Edward Jones Dome,,,,,Dome,AstroTurf
3031,2009112907,2009-11-29STL,STL,SEA,SEA,away,STL,STL,18.0,2009-11-29,900.0,900.0,900.0,Half2,0,17,0,4,4.0,0.0,15:00,STL 18,1,37,(15:00) J.Forsett right guard to STL 7 for 11 yards (Q.Butler).,run,11.0,0,0,0.0,0,,,,,right,guard,3,3,0.0,,,3.0,3.0,10,16,16.0,10.0,6.0,16.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Edward Jones Dome,,,,,Dome,AstroTurf
3639,2009112907,2009-11-29STL,STL,SEA,STL,home,SEA,SEA,17.0,2009-11-29,356.0,356.0,356.0,Half2,0,20,0,4,4.0,0.0,05:56,SEA 17,3,63,(5:56) (Shotgun) K.Boller pass incomplete deep middle to D.Fells [J.Wilson].,pass,0.0,1,0,1.0,0,deep,middle,17.0,,,,3,3,0.0,,,3.0,3.0,10,26,10.0,26.0,-16.0,10.0,26.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Edward Jones Dome,,,,,Dome,AstroTurf
2613,2009112903,2009-11-29HOU,HOU,IND,IND,away,HOU,IND,56.0,2009-11-29,189.0,1089.0,1089.0,Half2,0,14,0,3,4.0,0.0,03:09,IND 44,1,11,(3:09) J.Addai right end to IND 46 for 2 yards (B.Cushing).,run,2.0,0,0,0.0,0,,,,,right,end,3,3,0.0,,,3.0,3.0,20,14,14.0,20.0,-6.0,14.0,20.0,-6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Reliant Stadium,,,,,Closed Roof,Grass
1000,2009112905,2009-11-29NYJ,NYJ,CAR,CAR,away,NYJ,NYJ,32.0,2009-11-29,767.0,767.0,2567.0,Half1,0,6,0,2,4.0,0.0,12:47,NYJ 32,1,19,"(12:47) D.Williams right tackle to NYJ 27 for 5 yards (J.Leonhard). PENALTY on NYJ-H.Green, Defensive Holding, 5 yards, enforced at NYJ 27.",run,5.0,0,0,0.0,0,,,,,right,tackle,3,3,0.0,,,3.0,3.0,6,0,0.0,6.0,-6.0,0.0,6.0,-6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,The Meadowlands,53.0,44.0,9.0,SSW,Clear,FieldTurf
3380,2009112905,2009-11-29NYJ,NYJ,CAR,CAR,away,NYJ,CAR,71.0,2009-11-29,145.0,145.0,145.0,Half2,0,22,0,4,4.0,0.0,02:25,CAR 29,14,31,"(2:25) (Shotgun) J.Delhomme pass deep left to D.Jarrett to NYJ 47 for 24 yards (L.Sheppard, J.Leonhard).",pass,24.0,1,0,1.0,0,deep,left,24.0,0.0,,,1,3,0.0,,,3.0,1.0,16,6,6.0,16.0,-10.0,6.0,16.0,-10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,The Meadowlands,53.0,44.0,9.0,SSW,Clear,FieldTurf
3834,2009112905,2009-11-29NYJ,NYJ,CAR,CAR,away,NYJ,CAR,83.0,2009-11-29,16.0,16.0,16.0,Half2,0,24,0,4,4.0,0.0,00:16,CAR 17,12,1,"(:16) (Shotgun) J.Delhomme pass short middle to D.Williams to CAR 20 for 3 yards. D.Williams pass short left to S.Smith to CAR 15 for -5 yards. Lateral to J.Delhomme to CAR 15 for no gain (S.Ellis, D.Harris). PENALTY on CAR-D.Williams, Illegal Forward Pass, 0 yards, enforced at CAR 20.",pass,3.0,1,0,1.0,0,short,middle,3.0,0.0,,,1,0,0.0,,,0.0,1.0,16,6,6.0,16.0,-10.0,6.0,16.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,The Meadowlands,53.0,44.0,9.0,SSW,Clear,FieldTurf
